ident,title,description,question,annotation_score,annotation_category
B000FEHG1M,La Pavoni PA-1200 Napolitana Stainless Steel Automatic Espresso Machine,"Napolitana!  The latest addition from la Pavoni is not only beautiful but built to last.  The entire body is made of 18/8 stainless steel then polished to a gloss finish.  This unit is semiautomatic, (you manually start and stop the flow of coffee via a b",is it possible to attach a water line to this machine?,2,g
B001E1U7KM,Hand-Rubbed Black 46&quot; Wide Corner Plasma TV Stand,"This 46&quot; wide Corner TV Stand settles your TV back into the corner and reclaims valuable floor space. Holding popularly sized TV&#39;s up to 45&quot;, this console is finished in an adaptable hand rubbed black with light distressing over its solid wood and wood veneer construction. Multiple components store behind glass and away from dust and assembles easily in minutes with the unique folding assembly process.",this has side media storage as mentioned in product details?,4,s
B0026RH2Y2,Homelegance 5310BLK 3-Piece Counter Table and Stools in Black,"A fun addition to your smaller dining space, the Scottsdale Collection features contemporary styling in black, white or cherry finishes.",is the table black or cherry,-5,s
B0017DKYNM,Frenchi Furniture 3 Pc Vanity Set in Espresso Finish,"Value meet style, updated contemporary style. Comes with matching stool.",is 50 inch the length including mirror?what is the width of this product?,-5,g
B0015S9NSQ,"Leslie Dame CD-612LW Solid Hardwood Mission Style Multimedia Storage Cabinet with Library Card Catalog Style Doors, Walnut","Solid Hardwood Mission Style Multimedia Storage Cabinet, with Library Card Catalog Style Doors. Holds 612 CDs or 298 DVDs. Includes 15 Adjustable Shelves made with Handcrafted Quality. Also Features Dovetail Joints on the doors.",what are the dimensions of the cabinet ?,2,g
B0054H3ZHO,Set of 2 Parson Dining Chairs in Black Faux Leather,"Dimension: 19""W x 23 1/2""D x 38""HSeat Depth: 19&quot;Finish: Black, Deep CappuccinoMaterial: Wood, Faux LeatherSet of 2 Parson Dining Chairs in Black Faux LeatherCreate comfortable seating in the dining area in your home with these plush upholstered chairs.Comfort enhanced by black faux leather upholstered seat.Straight tapered legs in a dark brown finish with curve shaped back.Make these sophisticated and elegant parson chairs yours today to beautify the decor of your dining room.Matching dining table is available separately.Also available in brown leather.Assemble required.",are these chairs sturdy?,2,g
B000N4M0Z6,Chef's Secret 5-Ply Stainless-Steel Griddle with Glass Lid,5-ply surgical stainless steel round griddle with see-thru glass lid.,is this griddle good for cooking eggs and pancakes,-5,s
B00110HB50,"American Furniture Alliance Mali Flex Futon Frame and Cushions, Khaki","The Mali is an alternative contemporary furniture piece with innovative capabilities.  Each side has six-positional wings that can form the Mali frame into a sofa chair and multi-positional lounger.  Custom cushions and pillows decorate the Mali while offering superior comfort.  Available in a sleek silver finish, the Mali frame with stylish cushions is the perfect furniture addition to any home, office, dorm and apartment.",what is the height of the seat from the ground?,4,s
B006WBMT0K,Round Proofing Basket Banneton Brotform,"Rattan banneton is great for proofing your bread. These are also known as ""brotforms"" or ""proofing baskets"".These baskets are used both to provide the loaf with shape and to wick moisture from the crust.When dough is risen, turn it out onto a pan to bake.The loaf will sport a gorgeous pattern of floury rings circling the deep-golden crust.Measuresapproximately8.5 inches in diameter at the top, 5.5 inches in diameter at the bottom. Height is about 3.25 to 3.5 inches.",is cracking of the banneton normal?,4,s
B000TT1JKC,Twin XL Bone Ruffled Bed Skirt with 14&quot; Drop,"Give your bed a finished look with our ruffled bed skirts. We have a super variety of colors to match any bedroom decor. Our bed skirts are ruffled on three sizes with no split corners. Available in 14"", 18"" and 21"" drop. 200 thread-count; Poly/cotton skirt & platform; Machine washable; Imported.",can you use on adjustable bed,-5,s
B001U2RNXE,Bottle Opener Ring,"This Bottle Opener Ring makes opening your favorite beer as easy as a flick of your hand! Perfect for both beer connoisseurs and college party animals. You never know when your favorite alcoholic beverage will be available, so prepared with the comfortable and ultra-handy bottle opener ring.",how long did the shipping take?,1,g
B004VFGTZ0,"Hunter 90405 16-Inch Portable Stand Fan, Brushed Nickel","Hunter 90405 16-Inch pedestal fan brings retro style to your home. Quality craftsmanship and performance in a portable package for every room in your house. Maximum airflow is delivered by a powerful, three-speed Hunter motor. With its all-metal construction, 85 degrees of smooth oscillation, adjustable tilt and height, it makes cooling your room a breeze. No assembly is required and Hunter's Dust Armor nanotechnology blade coating repels 50 percent of dust build up. Designer brushed nickel finish.",use outdoors,1,g
B000UO42LO,Us Forge 52332 Nickel Electrodes 1/8&quot;x14&quot;,"Highlights: Provides dense, strong, crack-resistant welds on all types of cast iron. With non-machinable deposit.For dirty and difficult-to-weld cast iron. Suitable for joining problem cast iron to steel. Used when nickel alloys fail to adhere. Weight: 1 lbs. Size: 1/8"" x 14"".",can thisd rod be used with an arc welder,4,s
B0000VLYBI,"Norpro 3399 Unbleached Baking Paper, 73 Square Feet","Eliminates the need to grease baking pans and casserole dishes and prevents scorching. A versatile nonstick liner saves hours of clean-up. Ideal for baking, stovetop and microwave cooking. Use for cooling cookies, lining pans, candy making, rolling out dough and covering baked items. Use it to divide foods in the freezer for easy separation. Strong, waterproof and greaseproof. Will not contaminate or alter food.","is it coated with silicon or vegetable coating, etc?",2,g
B007AVK6NI,Gold Label The Anniversary Carousel,"The Anniversary Carousel is an oversized carousel festooned with flags that move up and down as the hand painted carousel horses turn. This carousel has illuminated fa&#xE7;ade panels, a musical light show with many mini LED lights and a classic peaked fabric roof. A true Collector's piece.",what material is the carousel's base?,4,s
B0043D1C1Q,"Kids Konserve Stainless Steel Mini Food Containers, Set of 3","This perfect size fits more than you'd think! &#xA0;Ideal for nuts, berries, goldfish, baby carrots, stacked small cookies, hummus and more. &#xA0;Great alternative to snack sized plastic.  baggies when you are on the run. Also great for taking vitamins to work or while traveling.   2-1/4-inch by 1-3/4-inch, Capacity 2.5 ounces",would ketchup leak?,-5,s
B0077ATMAU,Spinning Hat Social Shower Curtain,"Is taking a shower the only time when you're not clicking away on social networking sites?  Well now even this is possible with the Social Shower Curtain!  Bring your profile to life while you lather up with this comical shower curtain, which features a transparent section so you can create a profile picture as you're scrubbing away!",whats the 1 pack or 2 pack option when im ordering?,-5,s
B003M0LXOC,Moroccan Monkey Business Sculptural Side Table,EU31691 Features: -Hand painted.-Glass table top.-Painstaking detail of monkey's waistcoat and jaunty fez.-Design Toscano exclusive. Construction: -Quality designer resin construction.,what is diameter of glass,2,g
B000QWFAIY,Whitmor 6021-184 Ebony Chrome Collection Deluxe Swing Arm Slack Hanger,"Whitmor's Deluxe Swing Arm Slack Hanger is made of a durable chromed steel with snag free black vinyl coated steel bars. The bars swing open for easy access to pants and slacks. Easily holds 5 pair of slacks.  Measures:  .50""L x 16""W x 17.5""H",what is the distance between bars?,4,s
B004GY1ZXW,Chicago Cutlery Essentials 5-Piece Knife Set,"Essentials collection has professional high-carbon stainless steel blades with black polymer handles. Extra-thick stamped high-carbon stainless steel blades and triple compression stainless steel rivets provide balance, strength, and safety. The knives are all backed by a full lifetime guarantee. This collection is perfect for beginner cooks that are looking for simple cutting solutions at an everyday value.",dishwasher safe?,2,g
B000OW9KMI,"Yamazaki Austen 45-Piece Stainless Steel Flatware Set, Service for 8","Yamazaki's Austen is refined yet simple, Austen pairs with every motif.  Functional artistry at its best, our polished collection of unique full-featured patterns has been designed to distinctly complement both your everyday as well as more formal needs.",is it 18/8 or 18/10 or 18/0 stainless?,4,s
B001FXVJ1U,Achla Designs Room-to-Room Minuteman Doorway Fan,Warm multiple rooms in your home using the heat produced by your fireplace with this Room-to-Room doorway fan. The fan is easily reversible and features a life-long lubricated motor rated for continuous use,can the fan be mounted to blow up from basement to first floor through a vent in the floor?,4,s
B001AH7I7U,"Oenophilia Cathedral Wine Arch, Black - 8 Bottle","An architectural feature since ancient times, the arch is designed to support substantial amounts of weight. Black finish. Holds 8 bottles.",can you place the wine rack on the floor or is it only for counter tops?,4,s
B001VK6CMS,Dublin Covered Pie Dome,Serve your favorite pies with elegance in this Crystal Dublin Pie Dome and get ready for some compliments. It will surely add the perfect finishing touch to your table and home. Made of high quality crystal.,how do you get the pie out of the baking pan and into the pie dome without breaking it apart?,-5,s
B00478Q8Y8,"Hillsdale Furniture 1610BKR Harbortown Bed Set with Side Rails, King, Black Vinyl",This harbortown platform bed set with side rails features clean lines and a sleek design. this bed is versatile enough to compliment a variety of decors. no need for a box spring this bed has flex-deck support so only a mattress is needed. high end style of this harbortown platform bed is a fantastic choice for the home. set includes one headboard and one footboard with side rails. available in black vinyl color and king size. headboard measures 44-inch height by 80-inch width by 1-3/4-inch depth and footboard measures 13-inch height by 80-inch width by 1-3/4-inch depth.,weight capacity?,4,s
B004BA8WRI,Dyson Groom,Dyson Groom- Self Cleans. Mess free vacuum assisted grooming Groom mode. Self clean mode.  Collect loose dog hair during grooming. Simply release  trigger to remove hair from the bristles and into the vacuum.  Collect loose dog hair during grooming. Simply release  trigger to remove hair from the bristles and into the vacuum.,does this come with the hose?,2,g
B005H05STG,Cuisinart 6445-22 Contour Hard Anodized 5-Quart Dutch Oven with Cover,"Cuisinart Contour Hard Anodized Cookware is premium cookware that features the finest materials, constructed for unsurpassed durability and performance. The elegant styling and a robust silhouette make for a professional look. Maximize the volume and cook with added flair with this unique cookware.",does this dutch oven have a flat bottom that can be used on glass-top stove?,3,s
B003E82LH0,Coaster King Size Bed Cape Cod Style in Black Finish,This collection is crafted with tropical hardwoods and veneers in black finish. Case pieces feature multiple drawers for plenty of storage. The clean and straight lines add a modern look to any bedroom.,can i fit my current platform foundation inside the frame for this bed?,2,g
B0037KMSQY,"Closet Complete Ultra Thin No Slip Velvet Hangers for Shirts and Dresses, Camel, Set of 50","Closet Complete&#xAE; America's Favorite Brand brings quality, luxury and value to the care of all your shirts and dresses with our 50 -piece Camel Ultra Thin No Slip Velvet Hangers. Contoured notched shoulders protect your clothes' shape and fabric and hold thin straps, the no-slip velvet feel holds clothes securely and prevents slipping. Durable construction, thin space saving design maximizes closet space.",do the hangers swivel?,4,s
B001LUSG2C,TechCraft SWH4024B 40-Inch High Multimedia Tower - Black,40 Inches High Black Audio Side- Rack for your components and other curios,is it made of wood or veneer,2,g
B005EDVYIK,KidKraft Double Storage Unit - Espresso,Say goodbye to all that clutter. Our Espresso Double Storage Unit will help keep any room of the house tidy and organized.,material,1,g
B002WCBEVS,Merlot Twin Full Staircase Bunk with Trundle,Twin/Full Merlot finish bunkbed with 4 drawer built in chest.,what material is this made of - real or compressed wood?,4,s
B000BO56V8,"Arrow Stor-Keeper Set of 2 Freezer Storage Containers, .5 Gallon","Arrow Stor-Keeper containers are ideal for freezing, food storage and storage of household items such as crayons, hardware and sewing supplies.  Safe for microwave defrosting and reheating.  *  Do not use for microwave cooking or with high fat content foods.",i want to know if they fall out on the floor from the freezer once frozen are the lids going to break,4,s
B001A64A5O,Steam Buddy Handheld Steamer,"0772104 Features: -Steamer.-Safe and easy to use on silk, cotton, linen and more. Includes: -Fabric brush and water dispenser included.",do i use special water,-5,s
B002YRG2NQ,Coaster Ottoman with Open Shelf &amp; Tufted Top Dark Brown Leather Like,Brown leather-like vinyl ottoman with tufted accents and additional storage underneath.,what are the dimensions of this?,-5,g
B003EEMPP2,Howard Miller 680-477 Berends Curio Cabinet,The Berends Display Cabinet by Howard Miller has a Black Satin finish on select hardwoods and veneers and features four adjustable glass shelves with continuous holes for shelf adjustment.  Glass mirrored back.,what color is this?,1,g
B00440EV2A,Optimus H-6002 Mini Portable Oil Filled Radiator Heater,"The Mini Portable Oil Filled Radiator Heater is a great, space saving solution for heating the living space in your home, office or workspace.  This heater contains special permanently sealed diathermic oil that won't leak from the unit and never needs to be refilled, offering stable and efficient heating. Features 500 watt output and automatic thermostat control. The mini portable oil filled radiator heater is constructed of heavy gauge sheet metal cabinet and carries a one-year limited warranty.","if it tips over, will it turn itself off?",2,g
B0052N6TNW,Cosco Folding Wood Table Square with Wood Inlay,"Cosco brings quality to the table with genuine wood construction. The sleek, lowprofile designs coordinate beautifully with any dining room furniture, your guests won' t even know it' s folding furniture. The Cosco 32"" Square Wood Folding Table features a matching wood inlay. Made of a sturdy wood construction in a walnut finish.Dimensions:32"" wide x 29"" high x 32"" deep",size?,4,s
B003ELPS4K,"Culinary Institute of America Masters Collection Set of 2 Cooling Racks, 12&quot; x 17&quot;","Highest quality cooling racks, were designed by the master chefs fo the Culinary Institute of America to work perfectly for your baking and roasting needs.  6 sturdy feet support the rack against the weight of a heavy roast, while closely spaced grid lines keep your delicate baked goods from sagging.  Rack fits perfectly inside a 1/2 sheet pan as well giving you wide flexibility for use.","are these baking racks exactly 12 x 17 or is there some fudge in the measurement, 11.5 x 16.5?",-5,s
B0006IW02M,Norpro 3919 Deluxe Mini Cheesecake Pan,"Norpro Deluxe Mini Cheesecake Pan includes riveted, zinc alloy handles providing a secure hold and is contoured for comfort. The nonstick coating and removable bottoms enable you to easily release foods. This pan is perfect for quiches, tartlets, muffins, coffee cakes, hors d'oeuvres and more.",recipe: can anyone help me?,1,g
B008U4MJUC,"Libbey Just Baking Glass Mini-Casserole Set, 12 piece","Set Includes 6- 15.9oz Glass Dishes, 6- 6.1&quot;x4.7&quot; Plastic Lids Made in Mexico Shipping Weight: 4.95 lbs",how many ounces does each dish hold?,4,s
B001AK44TW,The Pampered Chef Deep Covered Baker for Oven and/or Microwave,"Helps to evenly distribute heat and draw moisture away from the baking surface. Retains heat so food stays warmer longer once removed from the oven. Microwave, freezer, and conventional and convection oven safe. Cook a whole chicken in the microwave oven in just 30 minutes. Find the recipes online at the Pampered Chef.",would it hold a half bone in ham,3,s
B0049XEIIY,Royal Hotel's 300-Thread-Count Twin / Twin Extra Long Size Goose Down Alternative Comforter 100 percent Microfiber - 40Oz - Solid White,"Available ""as described"" from ""ROYAL HOTEL"" ONLY , Please make sure you buy off ""ROYAL HOTEL"" in order to receive the original item. The ultimate in luxury! Our amazing light 40 oz fill weight white goose-down-alternative comforter floats within a 300 Thread count 100% Brushed Microfiber . The result is a comforter so luxurious and soft, you will believe you are truly covering with a cloud, night after night. This comforter also features stitched Box Design to avoid any shifting in your comforter and side gusset for the maximum warmth through out the comforter.",what is the goose down alternative made of?,-5,s
B005ZFUKG4,Hoover Handheld  Canister Vacuum - SH10010,"A lightweight but powerful  portable canister  for hard surface and above floor cleaning needs. With crevice tool, dusting brush and hard floor attachment. This portable canister cleans hard to reach and delicate areas.",how long is the cord?,2,g
B001KW0BCY,"Prepac Black Medium Capacity Hanging Wall Media (DVD,CD,Games) Storage","A beautiful mix of practical storage and Home D&#xE9;cor fashion, the Double Floating Wall Storage is ideal for managing a medium collection of CDs or DVDs with style.  Mount on your wall as a stand-alone d&#xE9;cor piece or above a complementary piece to make your collection easily accessible.  Floating wall storage is ideal when floor space is limited and with our easy to hang system can be mounted at any height to best suit your room requirements.",will it hold books?,2,g
B002YI7J6E,Ball Fruit-Fresh Produce Protector (5.0oz) (by Jarden Home Brands),Ball&#xAE; Fruit-Fresh&#xAE; Produce Protector prevents browning of fresh-cut produce for up to 8 hours.,is fruit fresh gluten free?,-5,s
B0016P1AFM,"Emson Bacon Wave, Microwave Bacon Cooker","The Bacon Wave keeps bacon out of the grease but leaves in the flavor of frying pan, while substantially reducing the fat and cholestrol. Baon Wave is stackable, which means you can cook up to 28 pieces of bacon at once. Just place Bacon Wave in microwave and set timer for 1 minute per slice. The amazing Bacon Wave, which you have seen advertised on natinal TV makes 14 perfect bacon pieces in just 14 minutes. Makes bacon healthier and cookls bacon evenly.",dishwasher safe?,2,g
B003TSYVL4,"KitchenAid 14-Cup Glass Carafe Coffee Maker, Onyx Black","Whether you enjoy freshly brewed coffee first thing in the morning, as a refresher in the afternoon, or with a dessert after a meal, the KitchenAid collection of coffee makers are designed to brew rich, flavorful coffee.",where can i find a manual for this machine?,-5,g
B004HFDPNI,"Meadowsweet Kitchens Plastic Recipe Card Protectors for 3 ring binders, 15 Sheets","15 clear 4 x 6 recipe card pages for  1/2 x 1 binder, fits in the Collected Recipes Cookbooks and the Create Your Own Collected Recipes Cookbooks","will my 4.25"" x 5.6"" cards fit in here?",4,s
B008V6RYMM,Fine Mod Clear Arm Chair,"In spite of the evenescent and crystaline impression, strong resistant to blows, scratchproof and weatherproof; as many as six peices can be piled up. With a strongly charismatic charcter and outstanding aesthetic appeal.",does this chair have a pink tone to it?,4,s
B00004R90Y,"Chicago Metallic Non-Stick Large Tortilla Shell Pans, Set of 2","Use this two-piece bakeware set to make professional-looking, fluted tortilla and taco shells for taco salads and fancy tortilla dips served inside the shell, without the fat of frying. The SilverStone coating is permanently bonded with the steel for maximum durability and easy cleaning--these pans won't rust or corrode, and are dishwasher-safe.",are these really the large tortilla shell pans?,-5,s
B000HM8BXY,"United Solutions Mini Plastic Storage Crate, White","This small plastic storage crate from United Solutions is an ideal size for sorting and storing small items in your home or office.  The smaller size allows crate to fit nicely in a closet or on a shelf.   Also great for use in college dorm rooms where space is limited.   Constructed of durable, heavy duty plastic with molded edge for easy handling.   Measures 7-1/2-inch Length by  6.25-inch High by  8.7-inch Wide.  Made in the USA.  Item #CR0001.",what is size?,1,g
B001J5XHK0,Better Houseware 2404/12 Bamboo Magnetic Bar,"Sturdy bamboo&#xA0;rack with a powerful magnetic strip inset into the bamboo. The hidden&#xA0;magnet is for a flowing modern design. The rack securely holds knives, gadgets, tools... to free up counter space and keep essentials close at hand. Mounting hardware included. You can hang the rack horizontally or vertically.",can you screw this into a tile wall?,2,g
B008N47HWO,Doctor Who TARDIS 16 oz. Travel Mug,"Dr. Who Tradis 16oz Travel Mug. 16oz single walled stainless steel interior, plastic exterior. BPA Free. wash throughly before use. hand was only- not dishwasher safe.",is it dishwasher safe?,1,g
B00839K1IG,iBed in a Box Hideaway Guest Bed,"Simply unfold for a comfortable guest bed. Folds to 5.5-inch thick for storage under a bed or in a closet. Strong steel frame and locking legs for stability. Spring supported sleep surface cradles a 2-inch deep foam mattress. Over 6 feet long and 32-inch wide. Suitable for children or adults up to 275-pound. Perfect for condos, vacation homes, guest bedrooms, camping and trailers. 14-inch high by 32-inch wide by 75-inch long and weighs 29-pound",is there a cross support in the middle of your back when you lie down?,-5,s
B001B8LZCC,Nordic Ware Platinum Collection 3D Turkey Cake Pan,"Sure to inspire oohs & ahhs, the cake you make with our turkey pan will be the star of the table. Heavy cast aluminum bakeware provides superior baking performance. Baked goods rise evenly, cook uniformly, are finely detailed and have delicious golden crusts due to the heavy duty walls of the pan. Our special heat reflective exterior and premium non-stick surface assures perfect stick-free results.  Proudly made in the USA by Nordic Ware.",what are the demensions of the pan?,2,g
B0068CZT78,Signature Design by Ashley Brown Contemporary Chair Side End Table,Different variety of chair side end tables. Colors range from medium brown to almost black. T007-319 made with oak veneer and hardwood solids. T007-371 made with birch veneer and hardwood solids. T007-430 made with oak veneer and hardwood solids. T007-527 made with cherry veneer and hardwood solids. T007-158 made with birch veneer and hardwood solids with a faux marble print table top with gloss polyurethane finish.,does the table come already assembled or fullu assembled,2,g
B008DZ6JPO,Winsome Reese Luggage Rack with Shelf,Organize and pack your luggage on this stylist luggage rack with shoe shelf. Overall open size is 26.54-Inch Width by 18.66-Inch Depth by 20-Inch Height. Place luggage on top and your shoe on the bottom shelf to keep your floor clean. Shelf size 22.91-Inch Width by 15.75-Inch Depth. Fold for storage with size 26.54-Inch Width by 2.87-Inch Depth by 26.70-Inch Height. Solid wood in Dark Espresso Finish.,is the color of the frame black?,2,g
B001RDN2EA,Non-Stick Tortilla Shell Makers- Set of 4,"Non-Stick Tortilla Shell Makers- Set of 4

Bake delicious shells and baskets for salads, dips and fruit.

Metal with non stick finish. Easy clean up.Great for dinner parties. Dishwasher safe.

Approximate size of each: 6.5"" X 6.5"" X 2.5""

Set of 4",where were these made?,1,g
B005Q0EAIC,Ellsworth 2 Door Wall Cabinet - Espresso,This Ellsworth Collection piece features a convenient two door shutter design in a wall cabinet.  Includes a full towel bar and one shelf inside the cabinet.,is the ellsworth 2 door wall cabinet espresso black or brown,4,s
B005Z4MIKQ,"Paula Deen Signature Teakettles 2-Quart Whistling Kettle, Red Speckle","Paula Deen's new teakettles will accent any kitchen.   The uniqued speckled porcelain exterior is durable, stain resistant and a breeze to clean.  The teakettles have comfortable handles that allow for safe pouring, and secure fitting lid seals in heat and whistle feature lets you know when water is to a boil.",what is the difference between the red-speckled &amp; blue-speckled that the bue teakettle costs $15.00 more?,4,s
B005GT01CC,"Farberware Color Straws, Mixed Colors, 125 Count",Put smiles on faces at parties or any day of the year with these colorful and reusable straws. Pack of 125 straws.,are they dishwasher safe?,-5,g
B004LPC67K,Pair Fine English Bone China Mugs Meadow Flowers Chintz,"No one does china like England does china.. the bone china is just so thin and luxurious.   Imported from England, this handsome pair of mugs feature a light and airy meadow flowers design perfectly set against the white fine bone china background.   These lovely straight sided mugs stand 4"" tall and measure 4.5"" across inclusive of the handle.  These mugs are safe for both the dish washer and the microwave making them as practical as they are beautiful!",dishwasher safe?,2,g
B0075WC644,"Continental Electric 4-Cup Coffee Maker, Black","If you're one of the many people in the world who can't imagine a morning without a hot cup of coffee, you'll be pleased to note that continental electric has your needs taken care of with innovative spacesaving design that lets you pause and serve.",how much the voltage for this cooffe make and is it work on 220 voltage ?,4,s
B0083FYI0C,"Modern Heirloom Collection Heather Cotton Filled Bedspread, King, 120 by 118-Inch","Generously sized bedspreads with 100-percent soft cotton with floral print and embroidery, quilted 200 grams cotton batting with all over vermicelli quilting.",are there additional items available to match the heather collection bedspread?,-5,g
B001KW0BI8,"Prepac Cherry Large Capacity Hanging Wall Media (DVD,CD,Games) Storage","A beautiful mix of practical storage and Home D&#xE9;cor fashion, the Triple Floating Wall Storage is designed to manage a large collection of CDs or DVDs with style.  Mount on your wall as a stand-alone d&#xE9;cor piece or above a complementary piece to make your collection easily accessible.  Floating wall storage is ideal when floor space is limited and with our easy to hang system can be mounted at any height to best suit your room requirements.",storage capacity: how many dvd's does this hold?,-5,s
B005UP9T3O,Grasslands Road Celebrating Heritage Celtic Knot and Claddagh Symbol Teapot 58 ounce,"Grasslands Road Celebrating Heritage Celtic Claddagh Symbol Tea Pot. Raised celtic knots compliment the popular Claddagh symbol of loyalty, friendship and love. A must have for the tea pot collector on your list.",where was this teapot made?,4,s
B00826O10E,Fox Run Stainless Steel Mini Funnel,"This mini funnel is great to have around to refill your oil, vinegar, dressings, salt/pepper, garlic salt and more!  Made of high-quality stainless steel.  It features a 2"" diameter with a narrow stem.  Dishwasher safe.",how long is the stem?,2,g
B004SQUG24,"Nespresso Pixie Espresso Maker, Aluminum","Nespresso Pixie D60-US-BL-NE, Aluminum -the pixie heats up in only 25-30-second.",dose this come with any coffee or is machine only?,4,s
B0018SLMMI,Prepac Sonoma Maple 2-Drawer Tall Night Stand,"This stylish Tall Night Stand features an open shelf that is perfect for bedside reading material.  Other features include two drawers, a profiled top, arched kick plate, solid brushed nickel knobs and drawers that run on smooth, all-metal roller glides with built-in safety stops. As a higher quality ready-to-assemble product it is made from durable composite woods.  Matches other items from Prepac's Sonoma collection.",please identify the direction of each dimension: height x depth x width,2,g
B0085J0WBU,"Sleep Better Isotonic Cool Slumber Mattress Topper, Queen","The Isotonic Cool Slumber mattress topper is 2-inches of temperature sensitive, 100-percent visco-elastic memory foam featuring hundreds of unique memory foam fingers to provide pressure relieving support.  Active Air Technology feature helps keep you cool and comfortable.  Includes a 220TC microfiber cover with GripTight&#x2122; stretch-to-fit skirt, made in the USA.",does this make you sweat like memory foam?,2,g
B002FWSEV8,Hamilton Beach Premiere Cookware Electric Griddle,"Hamilton Beach Premiere Cookware Electric Griddle. A hot, hearty breakfast is a meal that comes together quickly, but it has to be served right away. No worries - this Electric Griddle has a warming tray to keep food warm (more pancakes anyone?) until serving time.",do the handles get hot?,-5,s
B0002HSFB2,Microwave Bacon Cooker - The Original Makin' Bacon Microwave Bacon Rack - Reduces Fat up to 35%,"Microwave Bacon Cooker Tray - The only way to cook bacon! This microwave bacon cooker cooks the bacon in the air and not in the fat. Simple and easy to use - hang the bacon over the bars, place one sheet of roller towel over the bacon and into the microwave. With the right amount of time you have crispy bacon with 35% less fat. Makin' Bacon is licensed for sale to Camerons Products by AdeF Ltd",can you use it to cook turkey bacon?,3,s
B000ANKHBE,Dyson Mattress Tool,The Dyson Mattress Tool is designed for removing dust and dirt from your mattresses and upholstered furniture.  It has a wide head for cleaning ease and is lightweight and easily maneuverable.  Works with any Dyson model vacuum.,can i use for dc35 (cordless vacuum?,4,s
B001KW0BFQ,"Prepac Black Swivel Media (DVD,CD,Games) Storage Tower","A versatile unit, which spins effortlessly to allow you access to your collection from two sides. Using just one square foot of floor space, this unit is perfect for medium-sized collections in limited spaces. Fully adjustable shelves can be set to any position to accommodate your collection and ensure full flexibility for any future changes.  Horizontal storage allows for easy sorting, filing and re-filing of your collection as it grows.",how many cd's will this tower hold?,4,s
B0007M2BMQ,Nordic Ware Microwave Rice Cooker 8 Cup,This microwave rice cooker is fast and simple.  Cooks rice in minutes and is also ideal for steaming vegetables and pasta.  8 cup capacity. Microwave to table ready.  Dishwasher safe.,does the plastic smell that some people complain about go away in time?,-5,s
B002ITKX8U,"2 BISSELL ORIGINAL BELTS TO FIT 7, 9, 10, 12,14 VACUUMS","THESE ORIGINAL BISSELL BELTS FIT VACUUMS CALLING FOR BELT 1, 7, 9, 10, 12 & 14",doe these belts fit the 23tv powerforce compact vacuum by bissell?,4,s
B000Y904SK,"Whirlpool : MT4155SPS 1.5 cu. ft. Countertop Microwave Oven, 1200 Watts, Sensor Cooking - Stainless",1.5 Cu. Ft. Capacity Full-Size Countertop Microwave Oven - MT4155SP - B / Q / S / T,dimensions,1,g
B0088A7OT4,"Klear Vu Gripper Vineyard Rocker Set, Anitque","This Rocker Set is both stylish and modern. This beautiful rocker set offers both comfort and easy care. Designed in a beautifully woven small patterened chenille. This rocker seat features a non-slip gripper  backing to keep cushion in place securely, as well as Delight Fill , a unique polyester filling for ultra-soft and long lasting seating.",what are the dimensions of each cushion?,-5,s
B007KAB1J2,"30oz Malt Cup Milkshake Cup, Blender Cup, Cocktail Mixing Cup, Stainless Steel Ice Cream Mixing Cup - Great Quality!","This 30 oz commercial stainless steel malt cup is ideal for making milkshakes and malts with spindle mixers. Mirror polish stainless steel. It features a vertical groove on each side.

DIMENSIONS:
Height - 7-Inches
Diameter (top mouth) - 4-Inches
Diameter (base) - 2 1/2-Inch
Volume - 30-Ounces",where is this made?,1,g
B00004RDFG,Progressive International Microwaveable 12-Cup (Cooked) Rice/Pasta Cooker Set,"This versatile multi-cooker from Progressive is great for preparing rice, pasta, and vegetables. The specially designed lid keeps steam circulating, while clamps on the base keep it tightly in place. Rice comes out fluffy and doesn't stick to the bottom of the cooker. The set includes a basket for draining pasta, a pasta measurer, a rack for steaming vegetables, a rice paddle, measuring cups, and measuring spoons. All of the parts fit inside the 12-cup base for compact storage. Cleanup is easy--pop the parts in the top rack of your dishwasher.--Dale Steinke",how to use this product?,1,g
B0051D3GQ6,Ball Set of 8 Wide Mouth Jar Storage Caps,Makes mason jars into practical storage containers. Dishwasher-safe. Jar Size=Wide Mouth,are they bpa free?,4,s
B007B71MES,Nelms Counter Height Dining Table in Brown Walnut,102178 Features: -Contemporary style.-Sleek straight lines and flared backs.-Round edges.-Round shape.-Veneer table top. Construction: -Hardwood and veneer construction. Color/Finish: -Brown walnut finish. Assembly Instructions: -Assembly required. Collection: -Nelms collection.,are the 4 chairs included?,4,s
B002SLVSWI,Metal Wall Decor Exhibits Special Liking For Wall Art by Benzara,"13533 METAL WALL DECOR is an excellent anytime low priced wall decor upgrade option that is high in modern age decor fashion. It is beautifully sculptured by the experienced artists.*Size: 27 Inches Diameter *Material: Rust free premium grade metal alloy *Color: As shown in picture * Exhibits special liking for wall art; Classic wall decoration; Designed for elite class decor enthusiasts Dimensions:27"" DiameterSome assembly may be required. Please see product details.",what is the overall size?,-5,g
