ident,title,description,question,annotation_score,annotation_category
B0018IAH8I,Zyliss Soft Skin Peeler,"Zyliss Soft Skin Peeler with a serrated blade gently strips fragile or delicate skinned produce with ease, leaving the flesh intact and whole. Topped with a sturdy steel tip to remove potato eyes or blemishes. The European inspired designed Soft Skin Peeler shows off its ergonomically-enhanced body, which is tailor-made to fit the hand comfortably.",can i use it to peel potatoes?,3,s
B001D38J6K,Lipper International Bamboo Organizer with 3 Removable Dividers,"This Lipper International Bamboo Organizer with 3 Removable Dividers is a great way to become organized. It can go in any drawer in any place in your house.  It comes with 2 dividers, and they are all adjustable to make up your own unique drawer to organize your own belongings. Measures: 12-inch W by 17 1/2-inch D by 2-inch H.",what is the measurement overall width and length?,4,s
B001IIGJTY,"G &amp; F Best of Heat Resistant Oven Gloves withstand extreme heat, flexibale 5 finger oven mitt for Grill, cooking and fireplace. (Pair large fits most hands)","Dupont Nomex fiber offers protection when exposed to the extreme heat. The heat resistant Tech offers protective obstacle in between the heat source & the individual, assisting to decrease burn injury & offering important time to work or escape",can you grab and move burning logs with these gloves?,4,s
B000P25W7E,"Norpro 666 Nonstick Egg Rings, 2-Piece Set",Make breakfast a special occasion when you cook your pancakes or eggs with these deluxe pancake rings. Can also be used to make large round cookies.Measures 3-1/2-inch  in diameter.Nonstick coating for easy release and clean up.Hand washing recommended.,are they heavy enough so the egg does not seep out underneath?,4,s
B005ZHBIMW,"Mondial Turbo Cyclo 1200W Canister Vacuum, with Hepa Filter","Mondial Turbo Cycle Vacuum provides cyclonic bagless cleaning that provides strong suction. With its crevice tool, dusting brush and upholstery brush you can adjust the power to clean draperies, upholstery, area rugs, bare floors, car interior and much more. The HEPA Media filter captures over 99% of pet dander, dust mites, pollen and ragweed. One-year limited warranty.",can u stand upright?,4,s
B0012TDNAM,"American Weigh Scales GEMINI-20 Portable MilliGram Scale, 20 by 0.001 G",The Gemini-20 milligram scale offers a 1 milligram readability with a 20 gram capacity. The removable stainless steel weighing platform makes removing samples easy. Great for weighing precious gems and other valuables. Includes case with weight. Backed by a 10 year warranty.,does it come with a funnel?,4,s
B00505VTRS,Large Adirondack Towel Rack ~Black Wrought Iron,"Emulates vines growing against a wall. This wrought iron towel rack holds five bath towels. Hangs 39"" down 7"" wide and 6"" deep. Towels are not included.",where is the mounting hardware?,4,s
B007TLKV52,Altra KD Credenza Executive Desk,Th credenza features a large work surface and wire management on all sides. Combine it with the bridge and the hutch.,"the finish on top, is this like home office desks w/ ""paper finish"" fused to mdf, or is it more of a melamine finish as you see in commercial use?",4,s
B004KKXHUQ,Jelly Belly Lickety Sip Ice Pop Mold,"Lickety sip pops have no drip handles for little or no mess, Easy and fun to use, made from high quality food-safe plastic, top-rack dishwasher safe.",are they bpa free?,4,s
B000NX352Y,Nespresso 3190US Aeroccino Automatic Milk Frother,"Why go to a cafe when you can have creamy, frothy milk for your coffee in your own home? The Nespresso Aeroccino Milk Frother uses your favorite milk and at the push of a button creates a froth in about 50 seconds that will enhance any hot drink. And it works quietly so you won't have to wake anyone else up when you have your early-morning coffee or espresso. Try it in hot cocoa for those cold winter nights!   Stops automatically   Additional Pods are available directly from Nespresso by phone (800-562-1465) or online http - //nesclub.nespresso.com/id/login/",anybody had repeated heating element problems?,4,s
B00418MBZO,Napoli Modern Platform Bed-black (King),"Napoli bed is an artistic expression in contemporary furniture design. This attractive and charming bed provides both comfort and relaxation.All wooden frame and upholstered in high quality leatherette in Black color.
Mattress is supported by Slats.This bed requires US standard King size mattress. Mattress is not included. matching night stands and Dresser can be purchased separately.
King Bed Measures :96L X 88W X 38 H  , weight 320.00 lbs",is there anything wrong with this bed?,-5,g
B008527X6O,"FoodSaver FSFRSH0060-035 FreshSaver Handheld Vacuum Sealer with Starter Kit, Red","The FoodSaver FreshSaver Handheld Vacuum Sealing system is great for keeping your expensive deli meat and cheeses and other everyday refrigerated foods fresh longer. It&#x2019;s compact and easy to use. It&#x2019;s so small it can fit in a drawer, but with its sleek look and recharger base, it looks great on your countertop. The FoodSaver FreshSaver system works with the new FoodSaver Vacuum Zipper Bags and FoodSaver Deli Containers. The starter kit includes a charging stand, 1 deli container, five 1-quart zipper bags, and five 1-gallon zipper bags.",can this be used with the foodsaver quick marinator container that is sold separately?,3,s
B008EHUQVO,"Cathay Home Hospitality Luxury Soft Fitted Sheet of 100-Percent Microfiber Construction, Full Size, White Color","White luxury hospitality flat sheet designed for institutional and home use. Hotel customers have rated these sheets as very comfortable, soft and smooth.  100-Percent polyester, in manufacturing they are called ""peach skin"" - the most smooth feel in the industry.  They are wrinkle free  - using 20-Percent less water for laundering; 20-Percent less chemicals and 36-Percent less energy for drying.  There is no shrinkage and fabric is strong, durable and maintains whiteness. Full size is  54x80 with 12"" drop for mattress.  Corners fully elastic for ease in making beds.",are these deep pocket by chance?,4,s
B003VSWZZ6,"Zojirushi SM-JA36RA 0.36-Liter Stainless Steel Vacuum Insulated Mug, Red","Zojirushi's 12-Ounce tuff mug is constructed out of durable stainless steel, and has vacuum insulation that will keep your beverages hot or cold for hours. Each mug has a plastic cover around the mouth, and an easy to clean non stick interior. The compact design of this mug takes minimal space while maximizing capacity.",is it dishwasher safe?,-5,s
B000MYI2ZO,"T-fal A8078964 Specialty Nonstick Dishwasher Safe Oven Safe PFOA-Free, Jumbo Wok Cookware, 14-Inch, Black","T fal A8058962 Specialty Nonstick 14-Inch Jumbo Wok Cookware, Black",can this be used on a induction cooktop?,4,s
B002X3E198,"Coaster Dining Table and Stools 5-Piece Set, Counter Height, Cappuccino Finish","You will receive a total of 1 counter height dining table and 4 counter. height stools. Table: 40""W x 40""D x 36""H.Stools: 24""H.Finish: Cappuccino, Beige. Material: Hardwood, Veneer, Microfiber. 5pc Counter Height Dining Table Stools Set Cappuccino Finish. Stool features beige microfiber upholstery on the seats.This dining set creates a scenery that will make dining a pleasure for. everyone.Embellish your dining room with the classic beauty of this set.Also available in natural and tobacco.Assembly required.","i am tall and wondering how tall are the chair backs, from seat to top?",4,s
B0019CFNBE,ORE International 4 Tier Bookshelves - Cherry,This 4 Tier Mission style bookcase is a lovely addition to any office.,what is the width measurement,4,s
B008NAVN3M,Royal Industries ROY CI 1155  15 1/2&quot; Cast Iron Skillet,A lot of products claim to last a lifetime  but they are rarely able to back up such statements. However  cast iron cookware  and the frying pan in particular  has been known to last generations. With that in mind  Royal Industries offers an extremely durable option in its 15 1/2&#xE2;&#x20AC;&#x9D; cast iron skillet (ROY CI 1155). Note: This cast iron frying pan has a protective beeswax coating. To remove this coating  expose the pan to an open flame to burn off the beeswax.,how do i burn off the protective beeswax coating?,4,s
B007ATF6SK,"Darice 5209-05 Tubular Decorative Wedding Arch, 72-Inch, White","Victoria lynn tubular decorative wedding arch. Decorative indoor/outdoor arch is ready to decorate, great for weddings, showers, parties, holidays and more. Adorn with flowers and ribbon for a wonderful entrance accent piece. Features smooth, tubular construction and elegantly curved silhouette, light clips included. The arch is very quick and easy to assemble. Lights not included. Smooth, tubular construction and elegantly curved silhouette. Available in white color.","can two people stand under this arch and what is it made from, metal or plastic?",4,s
B003V8TE96,HoMedics SqUsh Blue Tube Pillow - Irregulars with Blemishes,"Tube shaped pillow with high volume beads, superior nylon-spandex fabric and high quality stitching.  They are stretchy and squishy.   Please note that they have imperfections.   These are brand new pillows with tags but contain slight blemishes.    Some have just a small spot from being boxed or are slightly discolored where the tags laid on the pillows in the box.",are these the vibrating pillows?,4,s
B000R4HHGO,Proctor Silex 22608Y Cool-Wall Toaster,"Proctor Silex Plus Cool-Wall Toaster features an automatic toast boost to lift slices higher, auto-shutoff, cool-wall sides and a shade selector.",does the toast pop up automatically?,2,g
B000BWXZKE,Adjustable TV Tray - Table Mate Classic - Medium (White) (21-3/4&quot; - 29-1/4&quot;H x 23&quot;W x 17&quot;D),"This sturdy, versatile medium sized portable table can be used as a TV table, desk, hobby table, or a reading table. Table adjusts both in height and angle for different activities, body size and chairs. Folds compactly for storage when not in use. Give the Table Mate a try for reading, working and eating! Easy to clean. Each holds a maximum of 50 lb. .",does this thing really cost $81.56 for one plastic tv tray?,4,s
B001KYHLSY,Sterilite 16.2 Cups Rectangle Ultra-Seal Container,03344706 Features: -Container.-Capacity: 16.2 cups.-Clear base.-Square shape.-Steam release vent in the lid prevents steam from building up in the microwave. Color/Finish: -color coded features in both the lid and base aids in easily identifying the proper lid and base combination.,is it bp free?,-5,g
B005PY90JS,"Zak Designs Ella Individual Bowls, Orange, Set of 6","Made of durable, stain resistant melamine, these 6.25-inch individual bowls will last. Bright, fun, solid orange color makes them great companions to existing dinnerware sets. Use bowls indoors or outdoors; perfect for parties, get-togethers, dinners and everyday use. Set of 6. BPA, PVC, phthalate, and lead safe. Not for microwave use. Dishwasher safe. By Zak Designs. Playful, unexpected and spirited, colorful, modern, crisp and clean - this is Zak. They offer a wide variety of dinnerware and travelware; they offer products at the forefront of tabletop trends for contemporary and on-the-go lifestyles.",can you use these bowls for soup?,3,s
B007VLX0M6,LexMod Bertoia Style Diamond Chair,"A modern club chair broken down to the most basic of its elements, suitable for home or office, this contemporary accent chair is a remarkable piece. The continuous wire-like seat is visually stimulating, and a black leather-matched vinyl seat pad is included for comfort. A simple yet stylish design in a geometric shape. This item is a high quality reproduction of the original. Overall Product Dimensions: 33""W x 26""D x 33""H  Seat Size: 16.5""H x 20""D   Leatherette Cushion Measures: 20""W and 18""D   Ships Fed Ex Ground, 1 per Box",can it be used outdoors?,2,g
B005E9P8YK,Ikea Expedit Bookcase Room Divider Cube Display,"Product dimensions
Width: 31 1/8 ""
Depth: 15 3/8 ""
Height: 58 5/8 ""
Max load/shelf: 29 lb

Good to know
This furniture must be secured to the wall with the enclosed anti-topple device.
Different wall materials require different types of fasteners. Use fasteners suitable for the walls in your home (not included).
Two people are needed to assembly this furniture.

duct description
Main parts: Particleboard, Fiberboard, ABS plastic, Paper, Printed and embossed acrylic paint, Clear acrylic lacquer
Fixed shelf: Particleboard, Fiberboard, ABS plastic, Paper, Foil

This product requires assembly",is this high gloss white?,-5,s
B004BDP674,"Whitmor 6060-267 Supreme 5-Tier Shelves, Chrome","Expand the shelf space in your kitchen, laundry room, basement, bathroom, office or anywhere you need extra storage throughout the house with Whitmor&#x2019;s Chrome Supreme 5-Tier Shelving Unit. This durable shelf unit is constructed of heavy duty chromed steel featuring shelves that each has a 350 lb. capacity. The adjustable leveling feet add stability on any floor surface. Set up is easy with no tools required. Whitmor&#x2019;s Supreme shelves carry a 10 year limited warranty. Dimensions: 14&#x201D; x 36&#x201D; x 72&#x201D;",can you add casters?,3,s
B000QUC8N6,O2cool 8101 Deluxe Battery-operated Handheld Water-misting Fan- Colors May Vary,"Deluxe Water Misting Fan. Battery operated, requires 2 AA batteries (not included).  Water opening accomodates ice. Provides up to 1000 refreshing mists in one bottle. Powerful and safe flexible fan blades.",how long does it take before the water tank is empty?,-5,s
B007WACYZU,"Update International STR1050 Chrome-Plated Steamer Rack, 10-1/2-Inch","This steamer rack intact the most nutrients, natural taste and color like original food. Made of chrome-plated material. This rack has folding legs that allow the rack to be used flat or elevated. It may be used with their 20 and 24-quart or 12-24-quart. Measures 10-1/2-inch diameter.",what is the height of the rack when the legs are fully open?,-5,s
B00112BXIO,"KitchenAid C-Dough Hook, Coated","This coated dough hook mixes and kneads yeast dough, saving both time and effort of hand-kneading.",will it fit an old k4-b kitchenaid?,4,s
B0070AT4D2,1 oz Amber Boston Round Glass Bottle with Fine Mist sprayer 12/bx,1 oz Amber Boston Round Glass Bottle 20-400 neck finish with white or black Fine Mist Sprayer-12/bx.,are the sprayer tops black or white?,4,s
B006ZM0HO6,"Elegant Comfort &reg; 1500 Thread Count Egyptian Quality Super Soft Wrinkle Free 4 pc Sheet Set, Deep Pocket - All size and Colors ?? Great Deal ?? , Queen Mocha Chocolate","Enjoy a Experience of a true luxury and a cool comfortable night''s sleep with exceptionally thin breathable Sheet set that have a silky soft feel and a lustrous finish. This Sheet set provide a lasting vibrancy of color no matter how often they are washed and are made of high strength micro fiber yarns that will stay soft silky and wrinkle free for years. Soft to the touch, easy care No ironing necessary. Elegant Comfort  NOTE : TWIN SIZE SHEET IS 3 PC SET. --- IT COMES WITH ONLY 1 PILLOWCASE",what comforter would be the best choice with this set?,-5,s
B003O3I8IG,"InterDesign Formbu Wallmount Paper Towel Holder, Bamboo/Brushed Stainless Steel",InterDesign's Formbu Wallmount Paper Towel Holder adds a nice accent to any room.  Bamboo with brushed stainless steel creates an appealing presence. Product includes all wall mounting hardware.,dimension and width between mounting screws,-5,s
B000TSWDDK,Queen Gold Ruffled Bed Skirt with 14&quot; Drop,"Give your bed a finished look with our ruffled bed skirts. We have a super variety of colors to match any bedroom decor. Our bed skirts are ruffled on three sizes with no split corners. Available in 14"", 18"" and 21"" drop. 200 thread-count; Poly/cotton skirt & platform; Machine washable; Imported.",does bed skirt come in longer lengths,4,s
B005TLO47U,2 Modern Adjustable &quot;Leather&quot; Swivel Pub Style Bar Stools / Barstools Black,"Stylish look and super comfortable.  Easily adjusts up and down and swivels a full 360 degrees.  Dimensions and other specifications listed at top of product page.  Minor assembly required.


***Please note we do not ship this item to Alaska, Hawaii, APO, or PO Box addresses. All of those orders will be canceled and you will be refunded, even if your order goes through.***",what is weight capacity for these stools?,4,s
B003HKTZCO,"Proctor Silex K4087Y Cordless Electric Kettle, 1.7-Liter","Proctor Silex  makes it easy to boil water with attractive, easy-to-use kettles. These popular kettles utilize a rapid boil system that heats up water quickly so that you can enjoy tea, instant coffee, hot chocolate, and other hot beverages in minutes.","does it have ""plastic"" taste?",4,s
B003JZBBA6,"Scent-Sation Charmeuse Satin Comforter, 4-Piece Set, Cal.King, French Blue",Our luxurious charmeuse satin comforter set brings the comfort of lingerie to your bed. They are a dream to sleep on and have the silkiest feel ever created.,what's the drop on the bed skirt?,4,s
B002R9D86K,Hamilton Beach 68321Z 1.5 Quart Capacity Ice Cream Maker,"Hamilton Beach 68321 Ice Cream Maker, Frozen Yogurt, Sherbet Maker 68321 Ice Cream & Yogurt Maker",can you make frozen yogurt or sorbet in this,4,s
B0000VMNTK,Whirley-Pop Theater Gift Set with Stovetop Popcorn Popper,"The Original Whirley-Pop stovetop hand-crank popcorn popper brings it all back with its one-of-a-kind design.  You can enjoy light, flavorful popcorn (makes up to six quarts) that you prepare yourself right on the stovetop in just three minutes.  The pate",does this come with any popcorn starter materials?,4,s
B008KQ2BZI,"LEGO Storage Head Large, Girl, Yellow",Do home storage the iconic way with the very recognizable LEGO&#xAE; Minifigure head. Use the head box for whatever you feel like tidying - and enjoy having this great icon in your room.,about how many legos will theis hold?,3,s
B007I70MRO,dr. Tech Automatic Coffee/Espresso Machine ME-708D with Touch Screen,"The dr. Tech ME-708D is a fully automatic coffee/espresso machine which can be used for commercial or personal purposes.  It has digital temperature control with a touch screen panel and is easy to use.  The machine has a 20 bar pump pressure with a 1.6 liter removable water tank.  It has a 200g coffee bean tank capacity, may use coffee bean or ground coffee.  It is easy to use automatic milk frothing device for cappuccino or latte.","does this machine dr.tech automatic coffee/espresso ,me708d makes cappuchino ?can we use instant coffee in this machine .",4,s
B00008T960,"Silpat Non-Stick Baking Mat, 11 5/8 x 16 1/2-inches, Half Sheet Size","Silpat nonstick baking sheets are made of woven glass coated with food-standard silicone. Used daily by professionals, the sheets offer multipurpose uses for preparing, cooking, and heating up food. They're also easy to clean--simply wipe them off using hot water and dish soap. Store them by either rolling them up or keeping them flat. Do not cut Silpat baking sheets with metal, but with DeMarle's Exoglass cutters or knives. Silpat baking sheets replace parchment paper, and are heat-resistant up to 480 degrees F. The Silpat makes any baking sheet nonstick--no greasing necessary. The baking sheets are made in France.",could i cut this down to fit a small frying pan?,2,g
B006QOC9RQ,Cuisinart GR-100 Indoor Outdoor Griddler,"Grill or griddle rain or shine! The Indoor Outdoor Griddler brings convenience and versatility to both table and patio. Wake up to pancakes and bacon in the kitchen. End the day grilling steaks outdoors. Temperatures range from 200 degrees F to 400 degrees F to provide unlimited menu options. And with 180 square inches of grill and griddle, there's enough cooking surface to feed the whole family. A dishwasher-safe plate and an integrated drip tray make cleanup a snap. And because the Indoor Outdoor Griddler is powered by electricity, it goes where gas and charcoal grills can't.",is this a grill,4,s
B004LQ1R6U,"Dorel Home Products Twin-Over-Full Futon Bunk Bed, Black","Bringing style and a functional sleeping space into your home is easy with this modern bunk bed. It features a top twin size and lower full size futon bed which are great for siblings, sleep-overs, and story time.",dimensions,1,g
B0012DOB2C,Signature Design by Ashley Contemporary Slated Square Living Room End Table,"This end table has natural slate tiling and a ""gunmetal"" color finish. The unique grilled shelf and range of tones within the tiles bring the outdoors into the warm comfort of your own living room. Matching cocktail and sofa tables available separately.",do you think this would be safe outside on a deck?,2,g
B000K4XJ22,Drawer Liner Pad - Brown Silverware Cloth,DL108 Features: -Brown silver cloth drawer liner pad.-Liner constructed with tarnish preventive silver cloth.-Perfect for keeping silver flatware safe.-Material: Cloth.-Hand wash recommended. Color/Finish: -Color: Brown. Dimensions: -Overall dimensions: 2.5'' H x 15'' W x 11.75'' D.,"could this be folded over to fit in a drawer that is 12"" wide by 11"" deep?",-5,s
B002U9JSIE,Heat Resistant Baster with Rubber Bulb,"This heat resistant baster is ideal for keeping meats and poultry tender during the cooking process. Use the baster to baste long-cooking meats with their own juices, providing a tender and juicy interior. A must for all cooks! Bulb color may vary.",how many oz is this?,2,g
B00188ARYM,"Textrade USA Inner Spring Pillow Top Mattress in A Box, Full","Nothing beats the magnificence and deep, comfortable sleep you get from this Pillow Top Spring Mattress.  Coil springs provide undisturbed rest- even as you toss and turn, meaning better motion separation. Also available in Twin, Full, Queen and King sizes.  Complements Textrade's Bed Frame in a Box.",how long does it last,1,g
B001AFL22E,Sunpentown SC-886 3-Cup Stainless-Steel Rice Cooker and Steamer,"This stainless steel rice cooker and steamer offers multi-functional cooking options: cooks rice and porridge, stews soup, steams vegetables, fish and poultry, and much more all with a simple touch of a button. Cooks with steam to maintain nutrients for a healthy lifestyle Stainless steel components: body, cover and inner pot Features automatic shut-off and independent Warm switch Note: With this unit, the amount of water in the cooker determines the cooking time, you may add more if desired, but at least 1-Cup of water must be placed in the cooker before starting the cooking cycle",how long does it take to cook white rice?,4,s
B003SX0KR4,"Bobkona Hungtinton Microfiber/Faux Leather 3-Piece Sectional Sofa Set, Mushroom","Spacious 3-piece sectional sofa with L/R-reversible chaise, 3-person sofa, and oversized 38-by-26-inch ottoman, with 2 accent pillows. Ottoman is in space-saving package . Please allow some time and usage for cushions to establish their original form. The overall dimension for this sectional sofa is 112&#x201D; x 84&#x201D; x 35&#x201D;H.",does the pillows for the back rest attached by velcro or are they just placed on there?,4,s
B0000AN3PO,"La Cafetiere TQ080200 Thermique 35 fl oz Coffee Press, Stainless Steel","Practical and stylish, this double walled stainless steel thermal carafe houses a traditional French Press.  Make your coffee and keep it warm in the same pot.  Thermal carafe keeps coffee warm 3 times longer than a regular French Press.",how do you use this coffee maker?,4,s
B00534LK8O,"Tvilum San Francisco Full Bed, Black and Woodgrain","San Francisco Contemporary Full size platform bed. Curved headboard with metal hardware. Item ships in three separate cartons, slats are shipped separately. Part of the San Francisco collection by Tvilum.",do i need to buy a boxspring or does the bed only require a mattress?,4,s
B0079G7L46,Computer Desk,Center slide-out shelf for keyboard/mouseHolds letter or European size hanging files Adjustable shelf behind doorBrushed Maple finish.Brushed Maple,size?,4,s
B002CVTKW4,Yama Glass 8 Cup Stovetop Coffee Siphon (Syphon),"This is a 8-cup stovetop coffee siphon, (40-ounce) with a black handle. For brewing and serving the perfect-cup of coffee. A wire grid is included for use on electric stoves, the grid is not required for gas stoves. Always use medium or medium high heat. Dishwasher and microwave safe. This is a great price for this style of coffee brewing.. Plus we always carry replacement parts.","is this coffee maker shipped with a ""secure"" wrapping and boxing to avoid any breaks of those glass?",2,g
B001QVHZTQ,Vev Vigano Carioca Nero 1-Cup Espresso Maker,"The Vev Vigano Carioca stainless steel stovetop espresso pot offers Italian made quality at an economical price. Features of the Carioca include 18/10 stainless steel construction, a convenient flared lip carafe for easy pouring from any angle and an interesting black plastic handle. Makes 1 cup.","is this expresso maker stainless steel completely inside and out, without aluminium?",4,s
B002MASV1G,Old Fashioned Straw Countertop Dispenser Holder Straws,"Old fashioned straw dispenser with straws. Perfect size for countertop. Easily store straws, candies, pasta, pretzel.","will this dispenser hold 9"" straws?",4,s
B0018ALSJ8,Hanging Wine Glass Rack,"632 16 97 Features: -Rack.-Bases: 3.5&quot;. Includes: -Easy to mount, hardware included. Color/Finish: -Finish: Chrome. Dimensions: -Overall dimensions: 1.5&quot; H x 25.5&quot; W x 10&quot; D.",about how many glasses does it hold?,4,s
B0088AHJ5S,"Sunbeam CSU9MKS-R000-14A00 Heated Comforter, King","Experience heated bedding like never before with the NEW Sunbeam Premium Heated Comforter. This unique comforter delivers all the warmth of a luxury down comporter without the heavy weight and bulkiness. Use it on its own for a clean, sophisticated look, or slip it into a duvet cover to match your existing room decor.",how long is the cord to plug it in?,-5,g
B0049BEI2M,Mother Road Motorcycle Repair Round Distressed Retro Vintage Tin Sign,"*** Check out the other great deals at the AhoySupply Amazon Storefront.  We carry a variety of tin signs and other novelty items.  Add decor to your bar, office, shop, garage, etc. with a beer signs, vintage coke signs, nostalgic humor signs, and more! http://www.amazon.com/shops/ahoysupply",how big is this sign?,4,s
B000AA4RVI,Prime Products 06-0850 Chrome Heavy Duty Fan,Prime Products Heavy - Duty 12V Chrome Fan... spruce up your RV with this stylish Fan! The look of chrome has always dressed up drab corners! This Chrome Fan is no different... mount it in your RV for a style that's as cool as the breeze! Has a 2-speed switch mounted on the base for high-low and on / off operation. Fan guard keeps curious fingers away. Order Now! Prime Products Heavy-Duty 12V Chrome Fan,how many watts and amps does this fan require on high speed?,3,s
B001R6AQCI,Sterilite 44 Quart White Lift-Top Wastebasket 15 5/8&quot;L x 12 1/8&amp;,"The 11.4 Gallon lift-top Wastebasket integrates functionality with a simple, elegant appearance. The unique design of the lid makes opening the wastebasket easy. The slim profile is ideal for use in the kitchen and is perfect for tight spaces, yet offers a generous 11.4 gallon capacity. This wastebasket is designed to accommodate standard 13-gallon trash liners without interfering with the lift-top function. Dimensions: 16 1/4"" L x 12 7/8"" W x 24"" H","would a bag fit over the top of the can with the lid off, and then put the lid on to hold the bag in place?",3,s
B0017U2SF2,Oggi Pro Stainless-Steel 10-Piece Cocktail Shaker and Bar Tool Set,"With innovative designs and contemporary finishes, Oggi&#x2019;s kitchen, bar and bath wares are truly tomorrow&#x2019;s house wares today. Oggi&#x2019;s 10-Piece Stainless Steel Bar Set with Rectangular Stand is no exception. Black stand and cutting board. Stainless steel tools with black accents. Set includes a two-piece glass and stainless shaker set, double jigger, lemon / lime slicing knife, bottle cap lifter, cocktail strainer, stirrer, tongs, chopping board and a rectangular stand. Set is great for home bars and parties.",what are the dimensions of the cuting board?,2,g
B004HFDPNI,"Meadowsweet Kitchens Plastic Recipe Card Protectors for 3 ring binders, 15 Sheets","15 clear 4 x 6 recipe card pages for  1/2 x 1 binder, fits in the Collected Recipes Cookbooks and the Create Your Own Collected Recipes Cookbooks","will my 4.25"" x 5.6"" cards fit in here?",4,s
B004KAWD2O,KitchenAid 14-cup Replacement Glass Coffee Carafe KCM22GC,KitchenAid 14 Cup Glass CarafeKitchenAid 14-Cup Glass coffee maker carafe. This top-rack dishwasher safe carafe features generous capacity and a drip-less spout that ensures coffee easily pours into cups without spills.  For use with KitchenAid Coffee Makermodel KCM222.,does this have a glass top or a plastic top?,3,s
B0078R3MQC,"DCI DrinKlip Uni, Assorted Black, Blue, Red and White Colors","A smart extension for your space. The DrinKlip attaches to any desk, tabletop or shelf. Holds your drink, phone or other small items. Measures 4 by 8 by 2.5-inches. Assorted black, blue, red and white colors (color is random and is chosen at the time of shipping).",is this price for just one cup holder?,3,s
B004WULC56,"T-fal E9180764 Ultimate Hard Anodized Durable Nonstick Expert Interior Thermo-Spot Heat Indicator Anti-Warp Base Dishwasher Safe Oven Safe 12-Inch Saute / Fry Pan Cookware, Gray","T-fal E9180764 Ultimate 12-Inch Hard Anodized Nonstick Thermo-Spot Heat Indicator Anti-Warp Base Dishwasher Safe Saute / Fry Pan Cookware, Gray",what is the depth?,2,g
B0078P9D5S,Cuisinart FP2-24BK Frittata 10-Inch Nonstick Pan Set,"Use the innovatively interlocking skillets to easily cook and flip your favorite frittata, giving both sides the perfectly browned finish without the mess. Use each pan separately to saute or brown everyday meals, from pancakes and crepes to steaks and stir-fry.",can this pan be used on an induction cooktop,3,s
B004SCEXX6,"Coaster Fine Furniture 300260q Bed, Queen","Add this stunning upholstered bed to your Master bedroom for a one-of-a-kind contemporary style that will transform your space. This sleek styled bed is wrapped in a durable leather-like vinyl, with tapered feet in black finish.",do i need a box spring for the bed?,2,g
B0000CF3Q6,Bialetti 6799 Moka Express 3-Cup Stovetop Espresso Maker,"Aluminum, stovetop espresso maker produces 3 demitasse cups of rich, authentic Italian espresso in just 4-5 minutes.",what is the best way to make espresso with this bialetti stovetop espresso maker?,4,s
B003ZEO4D2,Dolphin 5 Gallon Water Bottle Dispenser Cooler Stand Storage Rack,"This Dolphin Water Bottle Stand is very easy to assemble and works great with most 3,4,5 gallon jugs. Just set the jug on the top rack and use the lower space for cups and other storage. Get your 5 gallon bottles off the ground with this simple yet affective water stand.",would a 5 gallon coleman or igloo water cooler fit well in the stand?,4,s
B000IBLBS6,Copco 24-Ounce Big Joe Thermal Travel Mug,Copco Thermal Travel mugs are designed with the details in mind. From non-skid bases to tight sealing lids for total convenience without sacrificing style. All Copco travel mugs are car holder friendly!,how long does it keep beverages hot?,3,s
B000RH5V3W,"Anchor Hocking Set of 6 Beer Wagon Mug Set, 20-Ounce","Anchor Hocking is a leading marketer and manufacturer of glass products made right here in the United States of America. Anchor Hocking was founded in 1905, and has over a hundred years experience making dependable, quality glass for use in your home or business. Anchor Hocking produces glassware that people can use in their homes every day.",how tall is this mug?,4,s
B001LUE6GC,Set of 2 Dining Chairs Black Leather Like Rich Cherry Finish,"Dimension: 18 1/4&quot;L x 21&quot;W x 40&quot;HFinish: Rich Cherry, BlackMaterial: Birch Veneers, Leather LikeSet of 2 Dining Chairs Black Leather Like Rich Cherry FinishFeatures upholstered in a durable black leather like vinyl cover.Checker style back and curved front legs.Item has a refined and elegant look that goes with any dining room decor.This dining chair creates a scenery that will make dining a pleasure for everyone.Matching dining table and buffet hutch are available separately.Assemble required.",what is the weight of the chair?,2,g
B005VAHIEK,Belham Living Remington Mission Rocker -,Constructed from durable birch wood. Rich walnut finish. Mission style with microfiber cushions. Designed for indoor use only. Dimensions: 33W x 42D x 39H inches.,"are there any obvious odors with this rocker, either from the wood or (especially) from the cushions?",4,s
B007T3WNCO,"Haier Hmc720Beww .7 Cubic Feet 700-Watt Microwave, White","Haier Hmc720Beww .7 Cubic-Ft, 700-Watt Microwave (White) Electronic touch controls with led display, Convenience Cooking",what are the exterior dimensions?,-5,g
B003WE91QA,CreativeWare Space Saver,"Decorative storage and organization for any room in the home, Sturdy tubular steel and tempered glass, quick and easy assembly, no tools required, Rich oil rubbed bronze plated finish",how big are the tubes as i have a grab bar over the toilet and im hoping they will fit inside it,4,s
B0018LGLVC,"Steak Platter Set Oval, 13-3/4&quot; x 10&quot; Ea",Meats stay sizzling from broiler to table in platters made from heavy gauge stainless steel. Platter fits snugly in black base for easy serving - protects table surfaces. Separate pieces available.,how many platters per set?,4,s
B005Q75AO8,Best Selling Armed Storage Ottoman,"When youre greeted by the armed storage ottoman, you will be invited to sit and relax with its hidden interior storage and comfortable top.",what is the width of the ottoman?,4,s
